"PlotNumber","Unit","MoistureRegime","NutrientRegime"
"08-7986","ESSFwc1","2","B"
"08-7987","ESSFwc1","3","B"
"08-7988","ESSFwc1","2","B"
"08-7989","ESSFwm2","2","B"
"08-7990","ESSFwm2","4","C"
"08-7991","ICHwk1","4","B"
"08-7992","ESSFwc2","4","B"
"08-7993","ESSFwc2","5","D"
"08-7994","ESSFwc2","0","A"
"08-7995","ESSFwc2","4","D"
"08-7996","ESSFwc2","5","D"
"08-7997","ESSFwc2","5","C"
"08-7998","ESSFwcw","3","C"
"08-7999","ESSFwc2","4","B"
"08-8000","ESSFwc2","1","A"
"08-8001","ICHdw1","2","C"
"08-8002","ICHdw1","6","D"
"08-8003","ESSFwm","4","C"
"08-8004","ESSFwm","2","B"
"08-8005","ESSFwm","5","D"
"08-8006","ICHdm","5","B"
"08-8007","ICHdm","4","C"
"08-8008","ICHdm","5","C"
"08-8009","ESSFwm1","4","C"
"08801","CWHws1","0","B"
"08-8010","ESSFwm1","2","B"
"08-8011","ESSFwmw","3","C"
"08-8012","ESSFwm1","5","C"
"08-8013","ESSFwm1","4","B"
"08-8014","ESSFwm1","5","C"
"08-8015","ESSFwm1","3","B"
"08-8016","ESSFwmw","3","C"
"08-8017","ESSFwm1","4","B"
"08-8018","ESSFwm1","6","D"
"08-8019","ESSFwm1","5","C"
"08802","CWHws2","4","C"
"08-8020","ESSFwm1","5","D"
"08-8021","ESSFwm1","1","B"
"08-8022","ICHmk4","3","C"
"08-8023","ICHdm","3","B"
"08-8024","ICHdm","2","B"
"08-8025","ICHdm","2","C"
"08-8026","ESSFwc4","3","B"
"08-8027","ESSFwc4","6","C"
"08-8028","ESSFwc4","4","C"
"08-8029","ESSFwc1","3","C"
"08803","CWHws1","5","D"
"08-8030","ICHwk1","3","C"
"08-8031","ESSFwc4","2","C"
"08-8032","ESSFwc1","5","C"
"08-8033","ESSFwc1","4","C"
"08-8034","ESSFwc1","2","C"
"08-8035","ESSFwc4","3","B"
"08-8036","ESSFwc4","6","D"
"08-8037","ESSFwc4","7","C"
"08-8038","ESSFwc4","4","B"
"08-8039","ESSFwmw","3","B"
"08804","CWHws2","0","B"
"08-8040","ESSFwmw","2","B"
"08-8041","ESSFwmw","0","A"
"08-8042","ESSFwm","4","C"
"08-8043","ESSFwm","6","D"
"08-8044","ESSFwm","3","B"
"08-8045","ESSFwmw","4","D"
"08-8046","ESSFwmw","2","B"
"08-8047","ESSFwmw","2","B"
"08-8048","ESSFwmw","3","B"
"08-8049","ESSFwmw","2","C"
"08805","CWHws2","4","B"
"08-8050","ESSFwm","3","B"
"08-8051","ESSFwm","2","B"
"08-8052","ESSFwm","3","B"
"08-8053","ESSFwm","4","C"
"08-8054","ESSFwmw","1","B"
"08-8055","ESSFwm","7","D"
"08-8056","ESSFwm","6","C"
"08-8057","ESSFwc1","4","C"
"08-8058","ESSFwc1","6","E"
"08-8059","ESSFwc1","4","C"
"08806","CWHws2","4","D"
"08-8060","ESSFwc4","5","C"
"08-8061","ESSFwc4","2","C"
"08-8062","ESSFwcw","3","C"
"08-8063","ESSFwcw","4","C"
"08-8064","ESSFwc4","2","B"
"08-8065","ESSFwc4","1","B"
"08-8066","ESSFwc1","1","B"
"08-8067","ICHwk1","5","C"
"08-8068","ESSFwmw","1","A"
"08-8069","ESSFwmw","3","B"
"08807","CWHws2","4","D"
"08-8070","ESSFwm","3","B"
"08-8071","ESSFwm","6","C"
"08-8072","ESSFwm","7","D"
"08-8073","ESSFwm","4","C"
"08-8074","ESSFwm","4","C"
"08-8075","ESSFwcw","0","A"
"08-8076","ESSFwcw","2","B"
"08-8077","ESSFwcw","3","C"
"08-8078","ESSFwcw","4","C"
"08-8079","ESSFwcw","4","C"
"08808","ICHmc2","5","E"
"08-8080","ESSFwc4","6","D"
"08-8081","ESSFwc4","4","B"
"08-8082","ESSFwc4","4","C"
"08-8083","ESSFwc4","5","C"
"08-8084","ESSFwc4","5","C"
"08-8085","ESSFwcp","2","B"
"08-8086","ESSFwcp","2","B"
"08-8087","ESSFwcw","2","B"
"08-8088","ESSFwcw","0","A"
"08-8089","ESSFwcw","2","B"
"08809","ICHmc2","4","D"
"08-8090","ESSFwc4","4","C"
"08-8091","ESSFwc4","5","C"
"08-8092","ESSFwcw","5","C"
"08-8093","ESSFwc4","4","C"
"08-8094","ESSFwcw","1","A"
"08846","SBSmk1","2","B"
"08847","SBSmk1","2","B"
"08852","SBSvk","3","B"
"08853","SBSmk1","5","D"
"08854","SBSmk1","3","B"
"08-8729","SBSmh","2","B"
"08880","SBSmk1","5","C"
"08881","SBSmk1","5","D"
"08882","SBSmk1","2","B"
"08884","SWBmks","5","C"
"08888","SWBmks","5","C"
"08889","BAFAmks","5","D"
"08890","BAFAmks","3","C"
"08892","BAFAmks","4","C"
"08895","SBSvk","5","D"
"08896","BAFAmks","3","C"
"08897","SBSvk","5","D"
"08898","SBSvk","4","C"
"08-9201","BAFAmks","4","D"
"08-9202","BAFAmks","5","D"
"10037","ESSFwc5","2","C"
"10038","ESSFwc5","3","C"
"100380","SBSdk","4","D"
"10039","ICHdw1","3","C"
"10040","ICHmw4","5","D"
"10041","ESSFwc5","4","C"
"10042","ICHmw4","6","D"
"10043","ESSFwc5","3","B"
"10044","ESSFwc5","2","B"
"10045","ICHdw1","1","B"
"100450","CWHwh1","6","C"
"100451","CWHws1","4",
"10046","ICHmw4","2","B"
"10047","ICHmw4","4","B"
"10048","ICHmw4","3","B"
"100480","SBSdk","2","C"
"10049","ICHmw4","3","B"
"10055","ICHdw1","2","D"
"100550","CWHwh1","4","C"
"100551","CWHws1",,
"10056","ICHdw1","4","B"
"10057","ICHdw1","3","B"
"10058","ICHmw4","3","B"
"100580","SBSdk","4","C"
"10059","ICHdw1","3","B"
"10060","ICHdw1","2","A"
"10061","ICHdw1","3","B"
"08-8095","ESSFwcw","3","B"
"08-8096","ESSFwc4","2","B"
"08-8097","ESSFwc4","5","D"
"08-8098","ESSFwc4","6","E"
"08-8099","ICHdw","5","D"
"08810","ICHmc2","5","D"
"08-8100","ICHdw","5","D"
"08812","CWHws1","5","D"
"08813","ICHmc2","5","D"
"08814","ICHmc2","4","D"
"08-8201","ESSFwm3","5","C"
"08-8202","ESSFwm3","4","C"
"08-8203","ICHmk4","4","D"
"08-8204","ESSFwm3","4","C"
"08-8205","ICHmw1","3","C"
"08-8206","ESSFwm3","4","C"
"08-8207","ICHmw1","5","D"
"08-8208","ICHmw1","5","C"
"08-8209","ESSFwm3","4","C"
"08-8210","ESSFwc1","4","B"
"08-8301","BAFAmc","4","B"
"08-8302","BAFAmc","2","A"
"08-8303","BAFAmc","1",
"08-8304","ESSFwc1","5","C"
"08-8305","ESSFdk2","3","B"
"08-8306","IDFdk5","3","C"
"08-8307","ESSFdk2","1","B"
"08-8308","ESSFvc","1","B"
"08-8309","ESSFvc","4","C"
"08-8310","ESSFvc","7","D"
"08-8311","ESSFvcw","1","A"
"08-8312","ESSFvcw","4","C"
"08-8313","ESSFvcp","2","C"
"08-8314","ESSFvcp","2","B"
"08-8315","ESSFwm3","3","C"
"08-8316","ESSFwm3","4","C"
"08-8317","ICHmk4","4","D"
"08-8318","ESSFwm3","6","D"
"08-8319","ESSFwm3","0","B"
"08-8320","ESSFwm3w","2","C"
"08-8321","ESSFwm3w","2","B"
"08-8322","ICHmw1","3","C"
"08-8323","ICHmw1","4","D"
"08-8324","ESSFwm3","3","B"
"08-8325","ESSFwm3","5","C"
"08-8326","ESSFvcw","5","D"
"08-8327","ESSFvcw","0","A"
"08-8328","ESSFvcp","1","C"
"08-8329","ESSFvcp","2","B"
"08-8330","ESSFwcw","3","B"
"08-8331","ESSFwc4","4","C"
"08-8332","ESSFwc1","3","B"
"08-8333","ICHwk1","7","B"
"08-8334","ICHvk1","6","E"
"08-8335","ICHvk1","7","E"
"08-8336","ESSFvc","4","C"
"08-8337","ESSFvc","3","B"
"08-8338","ESSFvc","5","E"
"08-8339","ESSFvc","3","C"
"08-8340","ESSFvc","4","C"
"08-8341","ESSFvc","4","D"
"08-8342","ESSFvcp","2","B"
"08-8343","ESSFvcw","4","B"
"08-8344","ESSFvc","3","B"
"08-8345","ESSFvc","6","D"
"08-8346","ESSFvc","1","A"
"08-8347","ESSFvc","3","C"
"08-8348","IMAvm","1","B"
"08-8349","ESSFvmp","1","B"
"08-8350","ESSFvmp","3","D"
"08-8351","ESSFwcw","3","C"
"08-8352","ESSFwc2","4","C"
"08-8353","ESSFwc2","5","C"
"08-8354","ESSFvc","7","B"
"08-8355","ESSF","1","B"
"08-8356","ESSFwc2","4","B"
"08-8357","ESSFwc2","7","D"
"08-8358","ICHwk1","5","C"
"08-8359","ESSFvc","4","C"
"08-8360","ESSF","5",
"08-8361","ESSF","2","B"
"08-8362","ICH","2","B"
"08-8363","ESSFdcw","4","B"
"08-8364","ESSFdc1","6","D"
"08-8365","ESSFdc1","2","B"
"08-8366","ESSFdc1","3","B"
"08-8367","ESSFdw","5","D"
"08-8368","ESSFdw","5","B"
"08-8371","ESSFxvp","3","C"
"08-8372","ESSFxvp","4","D"
"08-8373","IMAmm","6","D"
"08-8374","IMAmm","3","D"
"08-8375","IMAmm","2","C"
"08-8376","IMAmm","4","C"
"08-8377","IMAmm","1","C"
"08-8378","IMAmm","4","C"
"08-8379","ESSFmm","5","C"
"08-8380","ESSFmmp","4",
"08-8381","ESSFmm","5","D"
"08-8382","IMAmm","4","C"
"08-8383","ESSFmmp","4","D"
"08-8400","ICHmk4","4","C"
"08845","SBSmk1","2","B"
"08-9203","BAFAmks","2","B"
"08-9204","BAFAmks","3","D"
"08-9205","BAFAmks","5","E"
"08-9206","BAFAmks","1","A"
"08-9207","ESSFwcp","2","B"
"08-9208","ESSFwcw","3","C"
"08-9209","ESSFwc4","3","C"
"08-9210","ESSFwc1","3","C"
"08-9211","ESSFwmp","1","B"
"08-9212","ESSFwmp","2","B"
"08-9213","ESSFwmw","3","B"
"08-9214","ESSFwmw","3","B"
"08-9215","ESSFwm","1","B"
"08-9216","ESSFwcp","2","B"
"08-9217","ESSFwcp","2","C"
"08-9218","ESSFwcw","2","B"
"08-9219","ESSFwcw","5","C"
"08-9220","ESSFwc4","5","D"
"08-9221","ESSFwc4","1","B"
"08-9222","ESSFwc4","4","C"
"08-9223","ESSFwc4","5","D"
"08-9224","ESSFwcw","1","B"
"08-9225","ESSFwcp","0","A"
"08-9226","ESSFwcw","3","B"
"08-9227","ESSFwc4","3","B"
"08-9228","ESSFwc4","5","D"
"08-9229","ESSFwc1","3","C"
"08-9230","ESSFwc1","3","D"
"08-9231","BAFAmc","5",
"08-9232","BAFAmc","3","C"
"08-9233","BAFAmc","6","D"
"08-9234","BAFAmc","7","C"
"08-9235","BAFAmc","7","D"
"08-9236","BAFAmc","4","D"
"08-9237","BAFAmc","4","C"
"08-9238","BAFAmc","2",
"08-9239","BAFAmc","3","C"
"08-9240","BAFAmc","4",
"08-9241","BAFAmc","4",
"08-9242","BAFAmc","4",
"08-9243","BAFAmc","5","D"
"08-9244","BAFAmc","1","A"
"08-9245","BAFAmc","0",
"08-9246","BAFAmc","4","C"
"08-9247","ESSFmcp","1","A"
"08-9248","BAFAmc","3","B"
"08-9249","BAFAmc","5",
"08-9250","BAFAmc","4","D"
"08-9251","BAFAmc","5","B"
"08-9252","BAFA","6",
"08-9253","BAFAmc","0","A"
"08-9254","BAFAmc","6","D"
"08-9255","BAFAmc","5","B"
"08-9256","BAFAmc","7","D"
"08-9257","ESSFwc4","5","D"
"08-9258","ESSFwc4","6","D"
"08-9259","ESSFwc4","3","C"
"08-9260","ESSFwc1","1","B"
"08-9261","ESSFwcw","2","B"
"08-9262","ESSFwc4","4","B"
"08-9263","ESSFwc4","4","C"
"08-9264","ESSFwc4","6","C"
"08-9265","ESSFwc1","2","A"
"08-9266","ESSFwc1","2","B"
"08-9273","ICHdw","6","D"
"08-9274","ESSFwcp","2","C"
"08-9275","ESSFwcw","2","C"
"08-9276","ESSFwcw","2","A"
"08-9277","ESSFwc4","4","C"
"08-9278","ESSFwc4","2","B"
"08-9279","ESSFwc4","5","D"
"08-9280","ESSFwc1","4","C"
"08-9282","ICHdm","4","C"
"08-9283","ESSFvc","6","D"
"08-9284","ESSFvc","4","D"
"08-9285","ESSFwc1","4","C"
"08-9286","ESSFwc","3","B"
"08-9287","ICH","3","B"
"08-9288","ICH","5","C"
"08-9289","BAFAmc","5","D"
"08-9291","BAFAmc","1","A"
"08-9292","BAFAmc","4",
"08-9293","BAFAmc","1",
"08-9295","BAFAmc","2",
"08-9296","BAFAmc","5","D"
"08-9297","ESSFmcp","6","B"
"08-9298","BAFAmc","6","B"
"08-9299","BAFAmc","7","D"
"08-9300","BAFAmc","4","C"
"08-9902","IDFxx2","3","D"
"08-9903","IDFdm2","3","D"
"08-9904","IDFdm2","3","D"
"08-9906","IDFxx2","3","D"
"08-9907","IDFxx2","3","D"
"08-9908","IDFxx2","4","D"
"08-9909","IDFxx2","3","D"
"08-9910","IDFxx2","3","C"
"08-9911","IDFxx2","3","B"
"08-9912","IDFxx2","3","C"
"08-9913","IDFxx2","3","D"
"08-9914","IDFxx2","3","D"
"08-9916","IDFxx2","3","D"
"08-9917","IDFdm2","4","D"
"08-9918","IDFdm2","6","C"
"08-9919","IDFdm2","4","C"
"08-9920","IDFdm2","3","C"
"08-9926","IDFdm2","5","D"
"08-9927","IDFdm2","4","D"
"08-9928","IDFdm2","3","C"
"08-9929","IDFdm2","2","C"
"08-9930","IDFdm2","3","C"
"08-9931","IDFdm2","3","C"
"08-9932","IDFdm2","3","D"
"08-9933","IDFdm2","3","C"
"08-9934","IDFxx2","2","C"
"08-9935","IDFxx2","3","D"
"08-9936","IDFxx2","3","D"
"08-9937","IDFxx2","3","C"
"08-9938","IDFxx2","3","D"
"08-9939","IDFxx2","3","C"
"08-9940","IDFdm2","3","C"
"08-9941","IDFdm2","3","C"
"08-9942","IDFdm2","3","C"
"08-D1","ESSFwc6","4","B"
"08-D10","ICHmw4","1","A"
"08-D100","ESSFdm1","4","C"
"08-D101","ESSFdm1","5","D"
"08-D102","ICHmw4","3","C"
"08-D103","ICHmw4","2","C"
"08-D104","ICHxw","3","D"
"08-D105","ICHxw","2","D"
"08-D106","ICHmw4","3","C"
"08-D107","ICHmw4","4","C"
"08-D108","ICHmw4","4","C"
"08-D109","ICHmw4","5","C"
"08-D11","ESSFdm","2","B"
"08-D110","ICHmw4","3","C"
"08-D111","ESSFwc6","4","C"
"08-D112","ESSFwc6","5","D"
"08-D113","ESSFwc6","5","D"
"08-D114","ESSFwc6","5","D"
"08-D115","ESSFdm","4","C"
"08-D116","ESSFwc6","3","C"
"08-D117","ESSFwc5","3","C"
"08-D118","ESSFwc5","5","D"
"08-D119","ICHmw4","3","C"
"08-D12","ESSFdm","2","B"
"08-D120","ICHmw4","4","C"
"08-D121","ICHdw1","5","D"
"08-D122","ICHdw1","4","C"
"08-D123","ICHdw1","4","C"
"08-D124","ESSFdm","3","C"
"08-D125","ESSFdm","2","B"
"08-D126","ESSFdm","3","C"
"08-D127","ICHdw1","3","C"
"08-D128","ICHdw1","2","B"
"08-D129","ICHdw1","3","C"
"08-D13","ICHmw4","5","C"
"08-D130","ICHdw1","3","C"
"08-D14","ICHmw4","4","C"
"08-D15","ICHmw4","5","C"
"08-D16","ESSFwc5","5","D"
"08-D17","ESSFwc5","5","C"
"08-D18","ESSFwc6","5","C"
"08-D19","ESSFwc6","5","C"
"08-D2","ESSFwc6","3","B"
"08-D20","ESSFwc6","4","C"
"08-D21","ESSFwc6","3","B"
"08-D22","ESSFwc6","4","B"
"08-D23","ESSFwc6","5","D"
"08-D24","ESSFwc5","4","C"
"08-D25","ESSFwc5","3","B"
"08-D26","ESSFwc5","5","C"
"08-D27","ESSFwc5","6","D"
"08-D28","ICHmw4","4","C"
"08-D29","ICHmw4","5","C"
"08-D3","ESSFwc6","3","B"
"08-D30","ICHmw4","5","C"
"08-D31","ESSFwc6","4","B"
"08-D32","ESSFwc6","3","C"
"08-D33","ESSFwc6","2","B"
"08-D34","ESSFwcw","2","B"
"08-D35","ESSFwcw","1","B"
"08-D36","ESSFwcw","3","B"
"08-D37","ICHdw1","2","B"
"08-D38","ICHdw1","3","B"
"08-D39","ICHdw1","0","A"
"08-D4","ESSFwc6","2","B"
"08-D40","ICHdw1","5","D"
"08-D41","ICHdw1","1","D"
"08-D42","ESSFwc6","4","C"
"08-D43","ESSFwc6","3","C"
"08-D44","ESSFwc6","2","B"
"08-D45","ESSFwc6","5","D"
"08-D46","ESSFwc6","3","C"
"08-D47","ESSFwc6","5","D"
"08-D48","ESSFwc6","3","B"
"08-D49","ESSFwc6","3","B"
"08-D5","ESSFwc6","4","C"
"08-D50","ESSFwc6","1","A"
"08-D51","ESSFwc6","2","B"
"08-D52","ESSFwc6","2","B"
"08-D53","ESSFwc6","4","C"
"08-D54","ESSFwc6","3","C"
"08-D55","ESSFwc6","2","C"
"08-D56","ESSFwc5","1","B"
"08-D57","ESSFwc6","2","B"
"08-D58","ESSFwc6","3","C"
"08-D59","ESSFwc6","2","B"
"08-D6","ESSFwc6","1","B"
"08-D68","ESSFwc6","3","C"
"08-D69","ESSFwc6","3","C"
"08-D7","ESSFwc6","2","C"
"08-D70","ESSFwc6","3","B"
"08-D71","ESSFdm1","3","C"
"08-D72","ESSFdm1","3","C"
"08-D73","ESSFdm1","2","B"
"08-D74","ESSFwc5","5","C"
"08-D75","ESSFwc5","4","C"
"08-D76","ESSFwc5","3","C"
"08-D77","ESSFwc5","5","C"
"08-D78","ESSFwc5","5","D"
"08-D79","ESSFwc5","4","D"
"08-D8","ICHmw4","3","C"
"08-D82","ESSFwc5","3","C"
"08-D83","ESSFdm1","3","C"
"08-D84","ESSFdm1","5","D"
"08-D85","ESSFdm1","4","C"
"08-D86","ESSFdm1","2","B"
"08-D87","ESSFdm1","3","C"
"08-D88","ESSFdm1","4","D"
"08-D89","ESSFdm1","4","C"
"08-D9","ICHmw4","4","C"
"08-D90","ESSFdm1","2","B"
"08-D91","ESSFdm1","3","C"
"08-D92","ESSFwc5","4","C"
"08-D93","ESSFwc5","5","D"
"08-D94","ESSFwc6","3","C"
"08-D95","ESSFwc6","4","D"
"08-D96","ESSFwc6","3","C"
"08-D97","ESSFdm1","3","C"
"08-D98","ESSFdm1","3","B"
"08-D99","ESSFdm1","4","C"
"08DM47a","ESSFwm","7","C"
"08DM81a","ESSFwm","7","B"
"08RH02","BWBSun","1","A"
"08RH03","BWBSun","2","B"
"08RH04","BWBSun","3","B"
"08RH05","BWBSun","2","B"
"08RH06","BWBSun","3","B"
"08RH07","BWBSun","8","C"
"08RH08","BWBSun","2","B"
"08RH09","BWBSun","0","A"
"08RH101","SWBuns","7","D"
"08RH106","SWBuns","2","B"
"08RH107","SWBun","3","B"
"08RH108","SWBun","1","B"
"08RH109","BWBSun","2","B"
"08RH110","BWBSun","4","C"
"08RH111","BWBSun","6","D"
"08RH112","BWBSun","5","D"
"08RH16","BAFAuns","3","C"
"08RH20","SWBuns","3","C"
"08RH21","SWBuns","4","C"
"08RH22","SWBuns","1","B"
"08RH23","SWBuns","3","B"
"08RH26","SWBun","2","B"
"08RH27","SWBun","3","B"
"08RH28","SWBun","3","B"
"08RH29","SWBun","3","D"
"08RH30","SWBun","4","C"
"08RH31","SWBun","5","C"
"08RH32","SWBun","1","B"
"08RH33","SWBun",,
"08RH34","SWBun","3","C"
"08RH35","BAFAuns","5","C"
"08RH36","BAFAuns","5","D"
"08RH38","SWBuns","2","B"
"08RH39","BAFAuns","4",
"08RH40","BAFAuns","3","B"
"08RH41","BAFAuns","5","D"
"08RH42","SWBuns","6","D"
"08RH44","SWBuns","5","D"
"08RH45","SWBuns","6","D"
"08RH46","SWBuns","4","C"
"08RH47","SWBuns","1","B"
"08RH48","SWBuns","4","C"
"08RH49","SWBuns","4","C"
"08RH51","SWBmk","2","B"
"08RH52","SWBun","1","B"
"08RH58","SWBun","3","B"
"08RH59","SWBun","4","C"
"08RH60","SWBun","6","E"
"08RH61","SWBun","3","C"
"08RH62","SWBun","1","0"
"08RH64","SWBun","2","C"
"08RH65","SWBun","6","D"
"08RH66","BWBSun","6","D"
"08RH67","BWBSun","1","B"
"08RH68","BWBSun","7","D"
"08RH69","BAFAuns","2","B"
"08RH74","BAFAuns","3","B"
"08RH76","SWBuns","4","C"
"08RH77","SWBmks","4","C"
"08RH78","SWBmks","6","D"
"08RH79","SWBuns","3","B"
"08RH80","SWBuns","2","C"
"08RH81","SWBuns","7","D"
"08RH82","SWBmks","3","C"
"08RH86","SWBun","7","E"
"08RH87","SWBun","4","C"
"08RH88","SWBun","7","E"
"08RH89","SWBun","5","D"
"08RH90","SWBun","2","B"
"08RH91","SWBun","2","B"
"08RH94","SWBun","3","C"
"08RH95","BWBSun","2","C"
"08RH96","BWBSun","2","B"
"08RH97","SWBun","3","C"
"08RH98","SWBun","3","B"
"08RH99","BWBSun","2","B"
"08RI02","BWBSun","2","D"
"08RI03","BWBSun","2","C"
"08RI05","SWBun","4","C"
"08RI100","SWBuns","5","B"
"08RI112","SWBun","3","B"
"08RI116","SWBun","3","B"
"08RI118","SWBun","7","D"
"08RI12","BWBSun","6","D"
"08RI120","BWBSun","5","D"
"08RI121","BWBSun","2","C"
"08RI122","BWBSun","5","D"
"08RI128","BWBSun","7","C"
"08RI129","BWBSun","4","C"
"08RI131","BWBSun","4","C"
"08RI134","BWBSun","4","D"
"08RI14","BWBSun","6","D"
"08RI16","BAFAuns","6","C"
"08RI19","BAFAuns","6","C"
"08RI22","SWBuns",,
"08RI26","SWBuns","2","B"
"08RI29","SWBun","6","C"
"08RI29a","BAFAuns",,
"08RI31a","BAFAuns","4","C"
"08RI33","BAFAuns","2","B"
"08RI41","SWBuns","2","B"
"08RI44","SWBun","2","B"
"08RI48","SWBun","3","B"
"08RI49","SWBun","3","C"
"08RI59","SWBun","6","D"
"08RI73","SWBuns","4","C"
"08RI76","SWBuns","6","D"
"08RI78","SWBun",,
"08RI80","SWBun","4","C"
"08RI98","SWBmks","5","D"
"08RI99","BAFAuns",,
"09103","SBSmc2","4","C"
"09104","CWHwh2","4","C"
"09105","CWHwh1","4","D"
"09106","CWHwh1","3","D"
"09107","CWHwh1","5","D"
"09156","BWBSdk2","3+","C"
"09157","BWBSdk2","3+","C-"
"09158","BWBSdk2","2+","B"
"09159","BWBSdk2","1","B"
"09160","BWBSdk2","5","C+"
"09161","BWBSdk2","6","D"
"09162","BWBSdk2","4","C+"
"09163","BWBSdk2","4","c+"
"09164","BWBWdk2","3","C"
"09165","BWBSdk2","5","C+"
"09166","BWBSdk2","5","C+"
"09167","BWBSdk1","2","D"
"09168","BWBSdk1","4","C"
"09169","BWBSdk1","4","D"
"09170","BWBSdk1","2","C"
"09171","SBSdk","5","D"
"09172","SBSdk","6","E"
"09173","SBSdk","4","C"
"09174","SBSdk","5","E"
"09175","SBSdk","5","C+"
"09176","SBSdk","4","C"
"0924013","ESSFdm","3",
"0927012","ICHdm","3",
"0927016","ICHdm","3",
"0928012","ICHdm","3",
"09544","BAFAun","4",
"0967733","SBSmc2","2+","D"
"1","SBSmc2","7","B"
"1^300","ICHwk1","3","C"
"1^700","ICHwk1","4","C"
"10^000","ICHmw3","3","C"
"10^400","ICHmw3","3","C"
"10^800","ICHmw3","2","C"
"10000","ESSFwc6","3","B"
"10001","ESSFwc6","5","C"
"10002","ESSFwc6","4","C"
"10003","ESSFwc6","4","C"
"10004","ESSFwc6","2","A"
"10005","ESSFwc5","2","A"
"10006","ESSFwc5","2","B"
"10007","ESSFwc6","3","B"
"10008","ESSFwc5","3","B"
"10009","ESSFwc6","2","B"
"1-001","ESSFdc2","2","A"
"10010","ESSFwc5","3","B"
"10011","ESSFwc5","4","C"
"10012","ICHmw4","3","B"
"10013","ESSFwc5","5","C"
"10014","ICHmw4","5","D"
"10015","ICHmw4","3","B"
"100150","CWHvh2","4","D"
"100151","CWHws1","2",
"10016","ESSFwc5","3","B"
"10017","ESSFwc5","4","B"
"10018","ESSFwc5","4","C"
"100180","SBSdk","3","C"
"10019","ESSFwc5","3","B"
"1-002","ESSFdc2","1","C"
"10020","ESSFwc5","5","C"
"10021","ESSFwc5","3","B"
"10025","ICHdw1","2","A"
"100250","CWHvh2","4","E"
"100251","CWHws1",,
"10026","ICHmw4","2","B"
"10027","ICHdw1","2","B"
"10028","ICHdw1","4","C"
"100280","SBSdk","4","C"
"10029","ICHdw1","3","B"
"10030","ICHdw1","4","C"
"10031","ESSFwc6","5","D"
"10032","ESSFwc6","6","D"
"10033","ESSFwc6","0","A"
"10034","ESSFwc6","2","B"
"10035","ESSFwcw","2","B"
"100350","CWHwh1","4","C"
"100351","CWHws1","4",
"10062","ICHdw1","2","B"
"100650","CWHwh2","4","D"
"100651","CWHws1",,
"100680","SBSdk","4","D"
"100750","CWHwh1","5","C"
"100751","CWHws1","4",
"100780","SBPSmc","3","B"
"10-2F4","CDFmm","5","D"
"10-2F5","CDFmm","6","D"
"10-2G1","CDFmm","2-3","C"
"10-2G2","CDFmm","4-5","D"
"10-2G3","CDFmm","1","B"
"10-2G4","CDFmm","3","D"
"10-2G5","CDFmm","6","D"
"10-2G6","CDFmm","2-3","C"
"10-2G7","CDFmm","6","D"
"105750","CWHvh2","5","D"
"105780","ICHvc","5","C"
"105850","CWHvh2","5","E"
"105880","ICHvc","3","C"
"105950","CWHvh2","4","E"
"109980","CWHvm1","5","C"
"11^100","ICHmw3","4","C"
"11^115","ICHmw3","4","C"
"11^500","ICHmw3","3","C"
"11^900","ICHwk1","3","C"
"110050","CWHvh2","4","C"
"112450","CWHvh2","4","C"
"1124586","CWHvm1","6","E"
"1125","CWHxm1","4",
"1125186","CWHvm1","6","E"
"1125286","CWHvm1","6","E"
"1125386","CWHvm1","6","E"
"1125486","CWHvm1","6","E"
"112550","CWHvh2","4","C"
"1125586","CWHvm1","6","E"
"1126","CWHxm","4","D"
"1126-1","ESSFwc1","3","C"
"1126186","CWHvm1","6","E"
"1126-2","ESSFwc1","3","C"
"1126286","CWHvm1","6","E"
"1126-3","ESSFwc1","3","C"
"1126386","CWHvm1","6","E"
"1126486","CWHvm1","6","E"
"112650","CWHvh2","4","D"
"1126586","CWHvm1","6","E"
"1127","CWHxm","3","C"
"1127186","CWHvm1","6","E"
"1127286","CWHvm1","6","E"
"1127386","CWHvm1","6","E"
"1127486","CWHvm1","6","E"
"112750","CWHms2","3","D"
"1127586","CWHvm1","6","E"
"1128","CWHxm2","4",
"1128186","CWHvm1","6","E"
"1128286","CWHvm1","6","E"
"1128386","CWHvm1","6","E"
"1128486","CWHvm1","6","E"
"100850","CWHwh1","4","C"
"100851","CWHws1","4",
"100880","SBPSmc","4","C"
"10091","ICHmw4","2","B"
"10092","ICHmw4","4","D"
"10093","ESSFwc5","3","C"
"10094","ESSFwc6","2","B"
"10095","ESSFwcw","3","C"
"100950","CWHwh1","4","D"
"100951","CWHws1",,
"10096","ESSFwc6","5","D"
"10097","ESSFwcw","3","C"
"10098","ESSFwcw","6","D"
"100980","SBPSmc","4","C"
"10099","ESSFwcw","3","C"
"10100","ESSFwcw","2","C"
"101050","CWHwh1","6","E"
"101051","CWHws1","4",
"101080","SBPSmc","4","C"
"101150","CWHwh1","4","D"
"101151","CWHws1","7",
"101180","CWHvm1","4","C"
"101250","CWHwh1","5","A"
"101251","CWHws2","4",
"101280","CWHvh2","4","C"
"101350","CWHwh1","4","C"
"101351","CWHws1",,
"101380","CWHvh2","5","B"
"101450","CWHwh1","5","D"
"101480","CWHvh2","4","D"
"101550","CWHwh1","5","A"
"101551","CWHws1","3",
"101580","CWHvm1","4","C"
"101650","CWHwh1","5","A"
